type,organism,species
NE,S. pombe,1
NE,S. pombe,320
NE,S. pombe,304
NE,S. pombe,245
NE,S. pombe,45
NE,S. pombe,220
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,302
NE,S. pombe,163
NE,S. pombe,1
NE,S. pombe,31
NE,S. pombe,225
NE,S. pombe,330
NE,S. pombe,1
NE,S. pombe,31
NE,S. pombe,22
NE,S. pombe,11
NE,S. pombe,340
NE,S. pombe,38
NE,S. pombe,340
NE,S. pombe,307
NE,S. pombe,1
NE,S. pombe,217
NE,S. pombe,291
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,323
NE,S. pombe,4
NE,S. pombe,1
NE,S. pombe,334
NE,S. pombe,267
NE,S. pombe,286
NE,S. pombe,336
NE,S. pombe,112
NE,S. pombe,321
NE,S. pombe,341
NE,S. pombe,153
NE,S. pombe,11
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,229
NE,S. pombe,340
NE,S. pombe,337
NE,S. pombe,316
NE,S. pombe,328
NE,S. pombe,5
NE,S. pombe,313
NE,S. pombe,310
NE,S. pombe,2
NE,S. pombe,290
NE,S. pombe,162
NE,S. pombe,333
NE,S. pombe,307
NE,S. pombe,327
NE,S. pombe,1
NE,S. pombe,10
NE,S. pombe,337
NE,S. pombe,333
NE,S. pombe,1
NE,S. pombe,49
NE,S. pombe,76
NE,S. pombe,327
NE,S. pombe,71
NE,S. pombe,301
NE,S. pombe,328
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,307
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,335
NE,S. pombe,336
NE,S. pombe,336
NE,S. pombe,337
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,279
NE,S. pombe,338
NE,S. pombe,312
NE,S. pombe,327
NE,S. pombe,319
NE,S. pombe,329
NE,S. pombe,299
NE,S. pombe,322
NE,S. pombe,328
NE,S. pombe,335
NE,S. pombe,341
NE,S. pombe,84
NE,S. pombe,306
NE,S. pombe,268
NE,S. pombe,314
NE,S. pombe,101
NE,S. pombe,260
NE,S. pombe,1
NE,S. pombe,305
NE,S. pombe,321
NE,S. pombe,283
NE,S. pombe,315
NE,S. pombe,298
NE,S. pombe,329
NE,S. pombe,332
NE,S. pombe,325
NE,S. pombe,205
NE,S. pombe,339
NE,S. pombe,2
NE,S. pombe,240
NE,S. pombe,269
NE,S. pombe,318
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,253
NE,S. pombe,341
NE,S. pombe,339
NE,S. pombe,1
NE,S. pombe,313
NE,S. pombe,273
NE,S. pombe,340
NE,S. pombe,343
NE,S. pombe,340
NE,S. pombe,1
NE,S. pombe,336
NE,S. pombe,316
NE,S. pombe,56
NE,S. pombe,4
NE,S. pombe,19
NE,S. pombe,321
NE,S. pombe,1
NE,S. pombe,50
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,306
NE,S. pombe,1
NE,S. pombe,7
NE,S. pombe,335
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,308
NE,S. pombe,341
NE,S. pombe,318
NE,S. pombe,343
NE,S. pombe,343
NE,S. pombe,259
NE,S. pombe,307
NE,S. pombe,337
NE,S. pombe,320
NE,S. pombe,40
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,342
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,166
NE,S. pombe,54
NE,S. pombe,298
NE,S. pombe,288
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,224
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,7
NE,S. pombe,1
NE,S. pombe,315
NE,S. pombe,329
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,282
NE,S. pombe,338
NE,S. pombe,261
NE,S. pombe,58
NE,S. pombe,335
NE,S. pombe,325
NE,S. pombe,29
NE,S. pombe,287
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,56
NE,S. pombe,317
NE,S. pombe,341
NE,S. pombe,330
NE,S. pombe,314
NE,S. pombe,231
NE,S. pombe,66
NE,S. pombe,265
NE,S. pombe,339
NE,S. pombe,3
NE,S. pombe,266
NE,S. pombe,56
NE,S. pombe,1
NE,S. pombe,266
NE,S. pombe,298
NE,S. pombe,1
NE,S. pombe,339
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,342
NE,S. pombe,320
NE,S. pombe,339
NE,S. pombe,331
NE,S. pombe,64
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,3
NE,S. pombe,341
NE,S. pombe,302
NE,S. pombe,336
NE,S. pombe,293
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,303
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,339
NE,S. pombe,13
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,316
NE,S. pombe,333
NE,S. pombe,227
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,311
NE,S. pombe,342
NE,S. pombe,309
NE,S. pombe,307
NE,S. pombe,338
NE,S. pombe,284
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,108
NE,S. pombe,328
NE,S. pombe,308
NE,S. pombe,328
NE,S. pombe,320
NE,S. pombe,320
NE,S. pombe,343
NE,S. pombe,305
NE,S. pombe,275
NE,S. pombe,1
NE,S. pombe,308
NE,S. pombe,54
NE,S. pombe,261
NE,S. pombe,343
NE,S. pombe,342
NE,S. pombe,327
NE,S. pombe,149
NE,S. pombe,229
NE,S. pombe,88
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,315
NE,S. pombe,272
NE,S. pombe,1
NE,S. pombe,331
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,205
NE,S. pombe,288
NE,S. pombe,343
NE,S. pombe,287
NE,S. pombe,320
NE,S. pombe,333
NE,S. pombe,1
NE,S. pombe,27
NE,S. pombe,25
NE,S. pombe,10
NE,S. pombe,322
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,279
NE,S. pombe,320
NE,S. pombe,307
NE,S. pombe,153
NE,S. pombe,325
NE,S. pombe,274
NE,S. pombe,334
NE,S. pombe,340
NE,S. pombe,314
NE,S. pombe,310
NE,S. pombe,323
NE,S. pombe,1
NE,S. pombe,336
NE,S. pombe,1
NE,S. pombe,301
NE,S. pombe,205
NE,S. pombe,303
NE,S. pombe,306
NE,S. pombe,223
NE,S. pombe,1
NE,S. pombe,312
NE,S. pombe,341
NE,S. pombe,336
NE,S. pombe,1
NE,S. pombe,324
NE,S. pombe,239
NE,S. pombe,343
NE,S. pombe,336
NE,S. pombe,317
NE,S. pombe,343
NE,S. pombe,328
NE,S. pombe,224
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,286
NE,S. pombe,332
NE,S. pombe,338
NE,S. pombe,337
NE,S. pombe,1
NE,S. pombe,19
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,240
NE,S. pombe,299
NE,S. pombe,1
NE,S. pombe,342
NE,S. pombe,318
NE,S. pombe,1
NE,S. pombe,333
NE,S. pombe,145
NE,S. pombe,145
NE,S. pombe,11
NE,S. pombe,4
NE,S. pombe,69
NE,S. pombe,283
NE,S. pombe,225
NE,S. pombe,20
NE,S. pombe,151
NE,S. pombe,7
NE,S. pombe,201
NE,S. pombe,195
NE,S. pombe,1
NE,S. pombe,337
NE,S. pombe,2
NE,S. pombe,214
NE,S. pombe,10
NE,S. pombe,1
NE,S. pombe,335
NE,S. pombe,18
NE,S. pombe,332
NE,S. pombe,5
NE,S. pombe,333
NE,S. pombe,271
NE,S. pombe,261
NE,S. pombe,343
NE,S. pombe,286
NE,S. pombe,292
NE,S. pombe,300
NE,S. pombe,229
NE,S. pombe,1
NE,S. pombe,313
NE,S. pombe,1
NE,S. pombe,96
NE,S. pombe,159
NE,S. pombe,332
NE,S. pombe,327
NE,S. pombe,336
NE,S. pombe,16
NE,S. pombe,342
NE,S. pombe,340
NE,S. pombe,154
NE,S. pombe,311
NE,S. pombe,340
NE,S. pombe,327
NE,S. pombe,12
NE,S. pombe,341
NE,S. pombe,311
NE,S. pombe,1
NE,S. pombe,111
NE,S. pombe,269
NE,S. pombe,1
NE,S. pombe,323
NE,S. pombe,181
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,4
NE,S. pombe,343
NE,S. pombe,18
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,20
NE,S. pombe,1
NE,S. pombe,320
NE,S. pombe,1
NE,S. pombe,319
NE,S. pombe,273
NE,S. pombe,1
NE,S. pombe,321
NE,S. pombe,1
NE,S. pombe,321
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,9
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,1
NE,S. pombe,213
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,335
NE,S. pombe,259
NE,S. pombe,1
NE,S. pombe,232
NE,S. pombe,57
NE,S. pombe,86
NE,S. pombe,1
NE,S. pombe,325
NE,S. pombe,21
NE,S. pombe,291
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,4
NE,S. pombe,4
NE,S. pombe,324
NE,S. pombe,1
NE,S. pombe,302
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,318
NE,S. pombe,321
NE,S. pombe,343
NE,S. pombe,62
NE,S. pombe,280
NE,S. pombe,279
NE,S. pombe,160
NE,S. pombe,240
NE,S. pombe,2
NE,S. pombe,328
NE,S. pombe,1
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,319
NE,S. pombe,342
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,316
NE,S. pombe,62
NE,S. pombe,308
NE,S. pombe,301
NE,S. pombe,238
NE,S. pombe,333
NE,S. pombe,234
NE,S. pombe,50
NE,S. pombe,215
NE,S. pombe,328
NE,S. pombe,315
NE,S. pombe,294
NE,S. pombe,334
NE,S. pombe,342
NE,S. pombe,327
NE,S. pombe,1
NE,S. pombe,278
NE,S. pombe,342
NE,S. pombe,342
NE,S. pombe,343
NE,S. pombe,331
NE,S. pombe,250
NE,S. pombe,1
NE,S. pombe,314
NE,S. pombe,342
NE,S. pombe,49
NE,S. pombe,343
NE,S. pombe,338
NE,S. pombe,343
NE,S. pombe,338
NE,S. pombe,317
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,72
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,330
NE,S. pombe,323
NE,S. pombe,300
NE,S. pombe,116
NE,S. pombe,241
NE,S. pombe,326
NE,S. pombe,234
NE,S. pombe,52
NE,S. pombe,308
NE,S. pombe,1
NE,S. pombe,273
NE,S. pombe,241
NE,S. pombe,1
NE,S. pombe,317
NE,S. pombe,250
NE,S. pombe,251
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,209
NE,S. pombe,312
NE,S. pombe,272
NE,S. pombe,331
NE,S. pombe,333
NE,S. pombe,114
NE,S. pombe,319
NE,S. pombe,24
NE,S. pombe,302
NE,S. pombe,1
NE,S. pombe,301
NE,S. pombe,307
NE,S. pombe,222
NE,S. pombe,343
NE,S. pombe,305
NE,S. pombe,342
NE,S. pombe,338
NE,S. pombe,312
NE,S. pombe,306
NE,S. pombe,241
NE,S. pombe,341
NE,S. pombe,340
NE,S. pombe,21
NE,S. pombe,23
NE,S. pombe,52
NE,S. pombe,316
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,310
NE,S. pombe,275
NE,S. pombe,24
NE,S. pombe,1
NE,S. pombe,248
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,207
NE,S. pombe,58
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,45
NE,S. pombe,342
NE,S. pombe,154
NE,S. pombe,303
NE,S. pombe,329
NE,S. pombe,339
NE,S. pombe,182
NE,S. pombe,295
NE,S. pombe,1
NE,S. pombe,11
NE,S. pombe,329
NE,S. pombe,1
NE,S. pombe,329
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,29
NE,S. pombe,291
NE,S. pombe,217
NE,S. pombe,328
NE,S. pombe,314
NE,S. pombe,343
NE,S. pombe,57
NE,S. pombe,323
NE,S. pombe,279
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,342
NE,S. pombe,339
NE,S. pombe,13
NE,S. pombe,303
NE,S. pombe,320
NE,S. pombe,343
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,31
NE,S. pombe,342
NE,S. pombe,274
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,256
NE,S. pombe,340
NE,S. pombe,239
NE,S. pombe,342
NE,S. pombe,343
NE,S. pombe,299
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,267
NE,S. pombe,299
NE,S. pombe,59
NE,S. pombe,343
NE,S. pombe,282
NE,S. pombe,340
NE,S. pombe,342
NE,S. pombe,11
NE,S. pombe,333
NE,S. pombe,332
NE,S. pombe,280
NE,S. pombe,323
NE,S. pombe,1
NE,S. pombe,337
NE,S. pombe,2
NE,S. pombe,36
NE,S. pombe,338
NE,S. pombe,310
NE,S. pombe,326
NE,S. pombe,236
NE,S. pombe,339
NE,S. pombe,313
NE,S. pombe,342
NE,S. pombe,340
NE,S. pombe,312
NE,S. pombe,340
NE,S. pombe,311
NE,S. pombe,5
NE,S. pombe,79
NE,S. pombe,11
NE,S. pombe,303
NE,S. pombe,1
NE,S. pombe,46
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,312
NE,S. pombe,332
NE,S. pombe,216
NE,S. pombe,319
NE,S. pombe,342
NE,S. pombe,340
NE,S. pombe,11
NE,S. pombe,327
NE,S. pombe,301
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,216
NE,S. pombe,318
NE,S. pombe,235
NE,S. pombe,316
NE,S. pombe,342
NE,S. pombe,300
NE,S. pombe,335
NE,S. pombe,1
NE,S. pombe,10
NE,S. pombe,43
NE,S. pombe,336
NE,S. pombe,325
NE,S. pombe,338
NE,S. pombe,303
NE,S. pombe,295
NE,S. pombe,1
NE,S. pombe,334
NE,S. pombe,12
NE,S. pombe,337
NE,S. pombe,339
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,276
NE,S. pombe,294
NE,S. pombe,276
NE,S. pombe,315
NE,S. pombe,1
NE,S. pombe,276
NE,S. pombe,297
NE,S. pombe,342
NE,S. pombe,1
NE,S. pombe,155
NE,S. pombe,317
NE,S. pombe,288
NE,S. pombe,343
NE,S. pombe,54
NE,S. pombe,324
NE,S. pombe,335
NE,S. pombe,133
NE,S. pombe,276
NE,S. pombe,69
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,274
NE,S. pombe,340
NE,S. pombe,239
NE,S. pombe,191
NE,S. pombe,343
NE,S. pombe,272
NE,S. pombe,265
NE,S. pombe,1
NE,S. pombe,9
NE,S. pombe,304
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,305
NE,S. pombe,233
NE,S. pombe,1
NE,S. pombe,7
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,339
NE,S. pombe,180
NE,S. pombe,302
NE,S. pombe,17
NE,S. pombe,319
NE,S. pombe,343
NE,S. pombe,343
NE,S. pombe,271
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,337
NE,S. pombe,312
NE,S. pombe,333
NE,S. pombe,337
NE,S. pombe,337
NE,S. pombe,36
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,322
NE,S. pombe,37
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,226
NE,S. pombe,312
NE,S. pombe,325
NE,S. pombe,315
NE,S. pombe,140
NE,S. pombe,333
NE,S. pombe,86
NE,S. pombe,257
NE,S. pombe,340
NE,S. pombe,54
NE,S. pombe,333
NE,S. pombe,30
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,65
NE,S. pombe,314
NE,S. pombe,311
NE,S. pombe,178
NE,S. pombe,1
NE,S. pombe,124
NE,S. pombe,287
NE,S. pombe,337
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,286
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,313
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,330
NE,S. pombe,75
NE,S. pombe,216
NE,S. pombe,19
NE,S. pombe,299
NE,S. pombe,2
NE,S. pombe,91
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,324
NE,S. pombe,299
NE,S. pombe,56
NE,S. pombe,13
NE,S. pombe,56
NE,S. pombe,54
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,17
NE,S. pombe,264
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,328
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,305
NE,S. pombe,299
NE,S. pombe,280
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,279
NE,S. pombe,327
NE,S. pombe,247
NE,S. pombe,320
NE,S. pombe,170
NE,S. pombe,323
NE,S. pombe,300
NE,S. pombe,133
NE,S. pombe,322
NE,S. pombe,342
NE,S. pombe,315
NE,S. pombe,326
NE,S. pombe,272
NE,S. pombe,250
NE,S. pombe,341
NE,S. pombe,322
NE,S. pombe,1
NE,S. pombe,18
NE,S. pombe,322
NE,S. pombe,336
NE,S. pombe,339
NE,S. pombe,269
NE,S. pombe,1
NE,S. pombe,329
NE,S. pombe,224
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,324
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,330
NE,S. pombe,324
NE,S. pombe,8
NE,S. pombe,286
NE,S. pombe,304
NE,S. pombe,328
NE,S. pombe,1
NE,S. pombe,336
NE,S. pombe,245
NE,S. pombe,206
NE,S. pombe,330
NE,S. pombe,318
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,7
NE,S. pombe,337
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,301
NE,S. pombe,1
NE,S. pombe,12
NE,S. pombe,1
NE,S. pombe,279
NE,S. pombe,330
NE,S. pombe,15
NE,S. pombe,342
NE,S. pombe,339
NE,S. pombe,332
NE,S. pombe,313
NE,S. pombe,342
NE,S. pombe,20
NE,S. pombe,331
NE,S. pombe,272
NE,S. pombe,275
NE,S. pombe,329
NE,S. pombe,320
NE,S. pombe,45
NE,S. pombe,1
NE,S. pombe,257
NE,S. pombe,332
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,27
NE,S. pombe,124
NE,S. pombe,62
NE,S. pombe,1
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,2
NE,S. pombe,308
NE,S. pombe,341
NE,S. pombe,343
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,215
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,254
NE,S. pombe,262
NE,S. pombe,257
NE,S. pombe,317
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,307
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,342
NE,S. pombe,336
NE,S. pombe,324
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,25
NE,S. pombe,243
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,341
NE,S. pombe,330
NE,S. pombe,343
NE,S. pombe,341
NE,S. pombe,272
NE,S. pombe,178
NE,S. pombe,332
NE,S. pombe,248
NE,S. pombe,323
NE,S. pombe,341
NE,S. pombe,2
NE,S. pombe,340
NE,S. pombe,36
NE,S. pombe,338
NE,S. pombe,328
NE,S. pombe,322
NE,S. pombe,335
NE,S. pombe,315
NE,S. pombe,58
NE,S. pombe,258
NE,S. pombe,146
NE,S. pombe,109
NE,S. pombe,330
NE,S. pombe,17
NE,S. pombe,55
NE,S. pombe,23
NE,S. pombe,1
NE,S. pombe,301
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,330
NE,S. pombe,286
NE,S. pombe,341
NE,S. pombe,316
NE,S. pombe,332
NE,S. pombe,1
NE,S. pombe,244
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,266
NE,S. pombe,339
NE,S. pombe,332
NE,S. pombe,305
NE,S. pombe,1
NE,S. pombe,123
NE,S. pombe,105
NE,S. pombe,336
NE,S. pombe,189
NE,S. pombe,278
NE,S. pombe,63
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,265
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,338
NE,S. pombe,3
NE,S. pombe,337
NE,S. pombe,320
NE,S. pombe,329
NE,S. pombe,11
NE,S. pombe,20
NE,S. pombe,1
NE,S. pombe,332
NE,S. pombe,308
NE,S. pombe,77
NE,S. pombe,175
NE,S. pombe,102
NE,S. pombe,328
NE,S. pombe,10
NE,S. pombe,168
NE,S. pombe,325
NE,S. pombe,247
NE,S. pombe,291
NE,S. pombe,343
NE,S. pombe,64
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,187
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,28
NE,S. pombe,3
NE,S. pombe,309
NE,S. pombe,225
NE,S. pombe,256
NE,S. pombe,25
NE,S. pombe,314
NE,S. pombe,171
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,340
NE,S. pombe,212
NE,S. pombe,303
NE,S. pombe,343
NE,S. pombe,330
NE,S. pombe,334
NE,S. pombe,9
NE,S. pombe,339
NE,S. pombe,314
NE,S. pombe,341
NE,S. pombe,331
NE,S. pombe,291
NE,S. pombe,1
NE,S. pombe,22
NE,S. pombe,63
NE,S. pombe,340
NE,S. pombe,311
NE,S. pombe,99
NE,S. pombe,343
NE,S. pombe,1
NE,S. pombe,334
NE,S. pombe,1
NE,S. pombe,337
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,14
NE,S. pombe,1
NE,S. pombe,236
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,328
NE,S. pombe,307
NE,S. pombe,11
NE,S. pombe,334
NE,S. pombe,295
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,318
NE,S. pombe,1
NE,S. pombe,247
NE,S. pombe,1
NE,S. pombe,319
NE,S. pombe,14
NE,S. pombe,300
NE,S. pombe,331
NE,S. pombe,343
NE,S. pombe,2
NE,S. pombe,208
NE,S. pombe,285
NE,S. pombe,1
NE,S. pombe,233
NE,S. pombe,2
NE,S. pombe,7
NE,S. pombe,1
NE,S. pombe,2
NE,S. pombe,311
NE,S. pombe,250
NE,S. pombe,339
NE,S. pombe,263
NE,S. pombe,310
NE,S. pombe,343
NE,S. pombe,337
NE,S. pombe,341
NE,S. pombe,1
NE,S. pombe,44
NE,S. pombe,1
NE,S. pombe,331
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,335
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,291
NE,S. pombe,13
NE,S. pombe,43
NE,S. pombe,95
NE,S. pombe,332
NE,S. pombe,342
NE,S. pombe,53
NE,S. pombe,339
NE,S. pombe,236
NE,S. pombe,342
NE,S. pombe,1
NE,S. pombe,341
NE,S. pombe,335
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,284
NE,S. pombe,1
NE,S. pombe,307
NE,S. pombe,1
NE,S. pombe,253
NE,S. pombe,343
NE,S. pombe,72
NE,S. pombe,323
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,293
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,333
NE,S. pombe,12
NE,S. pombe,300
NE,S. pombe,1
NE,S. pombe,342
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,320
NE,S. pombe,305
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,342
NE,S. pombe,343
NE,S. pombe,337
NE,S. pombe,1
NE,S. pombe,171
NE,S. pombe,17
NE,S. pombe,315
NE,S. pombe,20
NE,S. pombe,343
NE,S. pombe,342
NE,S. pombe,273
NE,S. pombe,197
NE,S. pombe,1
NE,S. pombe,302
NE,S. pombe,10
NE,S. pombe,185
NE,S. pombe,20
NE,S. pombe,9
NE,S. pombe,241
NE,S. pombe,340
NE,S. pombe,1
NE,S. pombe,333
NE,S. pombe,1
NE,S. pombe,26
NE,S. pombe,328
NE,S. pombe,21
NE,S. pombe,335
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,295
NE,S. pombe,313
NE,S. pombe,338
NE,S. pombe,12
NE,S. pombe,134
NE,S. pombe,1
NE,S. pombe,311
NE,S. pombe,330
NE,S. pombe,343
NE,S. pombe,241
NE,S. pombe,294
NE,S. pombe,116
NE,S. pombe,1
NE,S. pombe,255
NE,S. pombe,255
NE,S. pombe,340
NE,S. pombe,299
NE,S. pombe,332
NE,S. pombe,339
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,318
NE,S. pombe,1
NE,S. pombe,267
NE,S. pombe,1
NE,S. pombe,252
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,19
NE,S. pombe,340
NE,S. pombe,328
NE,S. pombe,240
NE,S. pombe,291
NE,S. pombe,339
NE,S. pombe,338
NE,S. pombe,1
NE,S. pombe,306
NE,S. pombe,1
NE,S. pombe,11
NE,S. pombe,317
NE,S. pombe,1
NE,S. pombe,14
NE,S. pombe,1
NE,S. pombe,315
NE,S. pombe,273
NE,S. pombe,1
NE,S. pombe,335
NE,S. pombe,341
NE,S. pombe,58
NE,S. pombe,1
NE,S. pombe,327
NE,S. pombe,336
NE,S. pombe,1
NE,S. pombe,240
NE,S. pombe,56
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,240
NE,S. pombe,1
NE,S. pombe,319
NE,S. pombe,25
NE,S. pombe,14
NE,S. pombe,343
NE,S. pombe,335
NE,S. pombe,245
NE,S. pombe,322
NE,S. pombe,290
NE,S. pombe,57
NE,S. pombe,338
NE,S. pombe,339
NE,S. pombe,311
NE,S. pombe,50
NE,S. pombe,315
NE,S. pombe,319
NE,S. pombe,1
NE,S. pombe,343
NE,S. pombe,316
NE,S. pombe,50
NE,S. pombe,130
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,267
NE,S. pombe,1
NE,S. pombe,5
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,336
NE,S. pombe,321
NE,S. pombe,11
NE,S. pombe,331
NE,S. pombe,335
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,255
NE,S. pombe,147
NE,S. pombe,304
NE,S. pombe,64
NE,S. pombe,335
NE,S. pombe,343
NE,S. pombe,333
NE,S. pombe,339
NE,S. pombe,1
NE,S. pombe,1
NE,S. pombe,335
NE,S. pombe,39
NE,S. pombe,43
NE,S. pombe,60
NE,S. pombe,23
NE,S. pombe,1
NE,S. pombe,329
NE,S. pombe,334
NE,S. pombe,343
NE,S. pombe,331
NE,S. pombe,336
NE,S. pombe,4
NE,S. pombe,1
NE,S. pombe,2
NE,S. pombe,328
NE,S. pombe,325
NE,S. pombe,334
NE,S. pombe,325
NE,S. pombe,340
NE,S. pombe,9
NE,S. pombe,327
NE,S. pombe,26
