type,organism,dnds
E,S. pombe,0.0437
E,S. pombe,0.0475
E,S. pombe,0.1364
E,S. pombe,0.0232
E,S. pombe,0.0222
E,S. pombe,0.2374
E,S. pombe,0.0856
E,S. pombe,0.1036
E,S. pombe,0.1112
E,S. pombe,0.1171
E,S. pombe,0.0553
E,S. pombe,0.048
E,S. pombe,0.211
E,S. pombe,0.0519
E,S. pombe,0.1233
E,S. pombe,0.1477
E,S. pombe,0.1049
E,S. pombe,0.1698
E,S. pombe,0.065
E,S. pombe,0.2108
E,S. pombe,0.23604999999999998
E,S. pombe,0.2085
E,S. pombe,0.0951
E,S. pombe,0.0441
E,S. pombe,0.0489
E,S. pombe,0.0699
E,S. pombe,0.2469
E,S. pombe,0.1771
E,S. pombe,0.0839
E,S. pombe,0.0677
E,S. pombe,0.0995
E,S. pombe,0.0736
E,S. pombe,0.1601
E,S. pombe,0.0557
E,S. pombe,0.0746
E,S. pombe,0.2185
E,S. pombe,0.1238
E,S. pombe,0.1866
E,S. pombe,0.0647
E,S. pombe,0.0587
E,S. pombe,0.0913
E,S. pombe,0.1085
E,S. pombe,0.0565
E,S. pombe,0.0742
E,S. pombe,0.1795
E,S. pombe,0.1671
E,S. pombe,0.1834
E,S. pombe,0.1189
E,S. pombe,0.0716
E,S. pombe,0.0519
E,S. pombe,0.0502
E,S. pombe,0.2552
E,S. pombe,0.0388
E,S. pombe,0.0767
E,S. pombe,0.2282
E,S. pombe,0.1372
E,S. pombe,0.1034
E,S. pombe,0.1128
E,S. pombe,0.1749
E,S. pombe,0.1774
E,S. pombe,0.1185
E,S. pombe,0.1011
E,S. pombe,0.0666
E,S. pombe,0.244
E,S. pombe,0.1096
E,S. pombe,0.1665
E,S. pombe,0.16025
E,S. pombe,0.073
E,S. pombe,0.1613
E,S. pombe,0.1099
E,S. pombe,0.0669
E,S. pombe,0.0464
E,S. pombe,0.0604
E,S. pombe,0.0654
E,S. pombe,0.1246
E,S. pombe,0.3499
E,S. pombe,0.1687
E,S. pombe,0.1415
E,S. pombe,0.0548
E,S. pombe,0.1337
E,S. pombe,0.0714
E,S. pombe,0.0476
E,S. pombe,0.4486
E,S. pombe,0.0413
E,S. pombe,0.2142
E,S. pombe,0.1748
E,S. pombe,0.2068
E,S. pombe,0.3676
E,S. pombe,0.1595
E,S. pombe,0.2011
E,S. pombe,0.0928
E,S. pombe,0.0448
E,S. pombe,0.2405
E,S. pombe,0.0946
E,S. pombe,0.045
E,S. pombe,0.264
E,S. pombe,0.1125
E,S. pombe,0.1438
E,S. pombe,0.1414
E,S. pombe,0.1139
E,S. pombe,0.0737
E,S. pombe,0.2707
E,S. pombe,0.30435
E,S. pombe,0.06885
E,S. pombe,0.0425
E,S. pombe,0.2255
E,S. pombe,0.1223
E,S. pombe,0.1129
E,S. pombe,0.1253
E,S. pombe,0.2536
E,S. pombe,0.0474
E,S. pombe,0.0721
E,S. pombe,0.0553
E,S. pombe,0.027
E,S. pombe,0.047
E,S. pombe,0.1784
E,S. pombe,0.0472
E,S. pombe,0.0465
E,S. pombe,0.0568
E,S. pombe,0.09755
E,S. pombe,0.0351
E,S. pombe,0.0584
E,S. pombe,0.2751
E,S. pombe,0.0776
E,S. pombe,0.0431
E,S. pombe,0.0891
E,S. pombe,0.2169
E,S. pombe,0.0903
E,S. pombe,0.3622
E,S. pombe,0.2417
E,S. pombe,0.0642
E,S. pombe,0.2003
E,S. pombe,0.1203
E,S. pombe,0.1119
E,S. pombe,0.2057
E,S. pombe,0.0753
E,S. pombe,0.1355
E,S. pombe,0.1486
E,S. pombe,0.1322
E,S. pombe,0.1236
E,S. pombe,0.1303
E,S. pombe,0.0915
E,S. pombe,0.101
E,S. pombe,0.0461
E,S. pombe,0.0724
E,S. pombe,0.1422
E,S. pombe,0.1208
E,S. pombe,0.1204
E,S. pombe,0.1664
E,S. pombe,0.1736
E,S. pombe,0.0907
E,S. pombe,0.3412
E,S. pombe,0.1171
E,S. pombe,0.0837
E,S. pombe,0.117
E,S. pombe,0.2305
E,S. pombe,0.1344
E,S. pombe,0.0438
E,S. pombe,0.2257
E,S. pombe,0.0662
E,S. pombe,0.1341
E,S. pombe,0.13724999999999998
E,S. pombe,0.2512
E,S. pombe,0.0411
E,S. pombe,0.0382
E,S. pombe,0.1034
E,S. pombe,0.0292
E,S. pombe,0.0453
E,S. pombe,0.0512
E,S. pombe,0.325
E,S. pombe,0.3325
E,S. pombe,0.4816
E,S. pombe,0.2098
E,S. pombe,0.1701
E,S. pombe,0.203
E,S. pombe,0.0702
E,S. pombe,0.1883
E,S. pombe,0.1778
E,S. pombe,0.0973
E,S. pombe,0.0507
E,S. pombe,0.0636
E,S. pombe,0.1071
E,S. pombe,0.0256
E,S. pombe,0.1337
E,S. pombe,0.2045
E,S. pombe,0.1433
E,S. pombe,0.3661
E,S. pombe,0.1159
E,S. pombe,0.1412
E,S. pombe,0.0881
E,S. pombe,0.1219
E,S. pombe,0.2103
E,S. pombe,0.0844
E,S. pombe,0.0782
E,S. pombe,0.1358
E,S. pombe,0.1639
E,S. pombe,0.1417
E,S. pombe,0.29845
E,S. pombe,0.06805
E,S. pombe,0.0826
E,S. pombe,0.07295
E,S. pombe,0.20929999999999999
E,S. pombe,0.0839
E,S. pombe,0.0794
E,S. pombe,0.2437
E,S. pombe,0.1752
E,S. pombe,0.0792
E,S. pombe,0.1162
E,S. pombe,0.2068
E,S. pombe,0.154
E,S. pombe,0.10264999999999999
E,S. pombe,0.0425
E,S. pombe,0.0293
E,S. pombe,0.2186
E,S. pombe,0.0857
E,S. pombe,0.2175
E,S. pombe,0.32245
E,S. pombe,0.0901
E,S. pombe,0.148
E,S. pombe,0.1753
E,S. pombe,0.2927
E,S. pombe,0.0984
E,S. pombe,0.1398
E,S. pombe,0.0907
E,S. pombe,0.376
E,S. pombe,0.0836
E,S. pombe,0.1841
E,S. pombe,0.1558
E,S. pombe,0.0421
E,S. pombe,0.1697
E,S. pombe,0.0667
E,S. pombe,0.0863
E,S. pombe,0.0515
E,S. pombe,0.0814
E,S. pombe,0.0132
E,S. pombe,0.1344
E,S. pombe,0.13115
E,S. pombe,0.0742
E,S. pombe,0.0498
E,S. pombe,0.0752
E,S. pombe,0.2721
E,S. pombe,0.1766
E,S. pombe,0.0388
E,S. pombe,0.0982
E,S. pombe,0.112
E,S. pombe,0.0478
E,S. pombe,0.0806
E,S. pombe,0.1519
E,S. pombe,0.0478
E,S. pombe,0.0531
E,S. pombe,0.241
E,S. pombe,0.0757
E,S. pombe,0.0345
E,S. pombe,0.096
E,S. pombe,0.08285000000000001
E,S. pombe,0.0528
E,S. pombe,0.31875
E,S. pombe,0.1424
E,S. pombe,0.2663
E,S. pombe,0.1859
E,S. pombe,0.0623
E,S. pombe,0.1264
E,S. pombe,0.12
E,S. pombe,0.13915
E,S. pombe,0.1677
E,S. pombe,0.0771
E,S. pombe,0.2359
E,S. pombe,0.4504
E,S. pombe,0.1084
E,S. pombe,0.4923
E,S. pombe,0.0534
E,S. pombe,0.1181
E,S. pombe,0.1404
E,S. pombe,0.0538
E,S. pombe,0.0987
E,S. pombe,0.0344
E,S. pombe,0.1054
E,S. pombe,0.2146
E,S. pombe,0.0814
E,S. pombe,0.2519
E,S. pombe,0.1059
E,S. pombe,0.0454
E,S. pombe,0.2183
E,S. pombe,0.0775
E,S. pombe,0.1535
E,S. pombe,0.34835
E,S. pombe,0.0763
E,S. pombe,0.2866
E,S. pombe,0.2366
E,S. pombe,0.111
E,S. pombe,0.094
E,S. pombe,0.0498
E,S. pombe,0.1037
E,S. pombe,0.1378
E,S. pombe,0.0685
E,S. pombe,0.1217
E,S. pombe,0.1342
E,S. pombe,0.1928
E,S. pombe,0.1273
E,S. pombe,0.094
E,S. pombe,0.13405
E,S. pombe,0.0695
E,S. pombe,0.1681
E,S. pombe,0.21195
E,S. pombe,0.063
E,S. pombe,0.1091
E,S. pombe,0.2074
E,S. pombe,0.2602
E,S. pombe,0.0999
E,S. pombe,0.0336
E,S. pombe,0.1394
E,S. pombe,0.1222
E,S. pombe,0.1747
E,S. pombe,0.04055
E,S. pombe,0.1258
E,S. pombe,0.1964
E,S. pombe,0.1453
E,S. pombe,0.0856
E,S. pombe,0.1354
E,S. pombe,0.1252
E,S. pombe,0.0746
E,S. pombe,0.0262
E,S. pombe,0.0726
E,S. pombe,0.0502
E,S. pombe,0.2792
E,S. pombe,0.0453
E,S. pombe,0.114
E,S. pombe,0.21345
E,S. pombe,0.3949
E,S. pombe,0.1442
E,S. pombe,0.1433
E,S. pombe,0.079
E,S. pombe,0.0428
E,S. pombe,0.12065000000000001
E,S. pombe,0.0531
E,S. pombe,0.3529
E,S. pombe,0.4129
E,S. pombe,0.21505000000000002
E,S. pombe,0.1568
E,S. pombe,0.0865
E,S. pombe,0.1298
E,S. pombe,0.2104
E,S. pombe,0.217
E,S. pombe,0.1276
E,S. pombe,0.0581
E,S. pombe,0.04315
E,S. pombe,0.0615
E,S. pombe,0.2535
E,S. pombe,0.2399
E,S. pombe,0.0513
E,S. pombe,0.0536
E,S. pombe,0.0864
E,S. pombe,0.0855
E,S. pombe,0.1554
E,S. pombe,0.1278
E,S. pombe,0.1059
E,S. pombe,0.08305
E,S. pombe,0.0949
E,S. pombe,0.1898
E,S. pombe,0.1608
E,S. pombe,0.4481
E,S. pombe,0.0406
E,S. pombe,0.0791
E,S. pombe,0.0901
E,S. pombe,0.129
E,S. pombe,0.0584
E,S. pombe,0.1121
E,S. pombe,0.1153
E,S. pombe,0.1445
E,S. pombe,0.0585
E,S. pombe,0.0825
E,S. pombe,0.1473
E,S. pombe,0.0927
E,S. pombe,0.0838
E,S. pombe,0.0319
E,S. pombe,0.0634
E,S. pombe,0.0991
E,S. pombe,0.0697
E,S. pombe,0.1498
E,S. pombe,0.0913
E,S. pombe,0.1592
E,S. pombe,0.214
E,S. pombe,0.0775
E,S. pombe,0.0442
E,S. pombe,0.381
E,S. pombe,0.1051
E,S. pombe,0.1043
E,S. pombe,0.0889
E,S. pombe,0.1526
E,S. pombe,0.0843
E,S. pombe,0.0294
E,S. pombe,0.2128
E,S. pombe,0.1032
E,S. pombe,0.068
E,S. pombe,0.0695
E,S. pombe,0.1218
E,S. pombe,0.1023
E,S. pombe,0.0609
E,S. pombe,0.0587
E,S. pombe,0.17815
E,S. pombe,0.1219
E,S. pombe,0.1204
E,S. pombe,0.1135
E,S. pombe,0.1127
E,S. pombe,0.1458
E,S. pombe,0.0636
E,S. pombe,0.2028
E,S. pombe,0.1484
E,S. pombe,0.3096
E,S. pombe,0.0544
E,S. pombe,0.13055
E,S. pombe,0.1879
E,S. pombe,0.0983
E,S. pombe,0.0456
E,S. pombe,0.0641
E,S. pombe,0.25795
E,S. pombe,0.1829
E,S. pombe,0.11954999999999999
E,S. pombe,0.172
E,S. pombe,0.0533
E,S. pombe,0.1477
E,S. pombe,0.1274
E,S. pombe,0.1631
E,S. pombe,0.085
E,S. pombe,0.3009
E,S. pombe,0.0584
E,S. pombe,0.2419
E,S. pombe,0.0848
E,S. pombe,0.27995000000000003
E,S. pombe,0.0464
E,S. pombe,0.1015
E,S. pombe,0.1247
E,S. pombe,0.0601
E,S. pombe,0.114
E,S. pombe,0.2538
E,S. pombe,0.2747
E,S. pombe,0.1808
E,S. pombe,0.1699
E,S. pombe,0.0699
E,S. pombe,0.0397
E,S. pombe,0.1741
E,S. pombe,0.09705
E,S. pombe,0.13445000000000001
E,S. pombe,0.4535
E,S. pombe,0.1837
E,S. pombe,0.215
E,S. pombe,0.2707
E,S. pombe,0.0891
E,S. pombe,0.1462
E,S. pombe,0.0501
E,S. pombe,0.3255
E,S. pombe,0.1283
E,S. pombe,0.1118
E,S. pombe,0.0961
E,S. pombe,0.1143
E,S. pombe,0.1778
E,S. pombe,0.1347
E,S. pombe,0.1693
E,S. pombe,0.0208
E,S. pombe,0.0671
E,S. pombe,0.049
E,S. pombe,0.1692
E,S. pombe,0.3171
E,S. pombe,0.042
E,S. pombe,0.1406
E,S. pombe,0.1367
E,S. pombe,0.1538
E,S. pombe,0.1195
E,S. pombe,0.3326
E,S. pombe,0.1426
E,S. pombe,0.1815
E,S. pombe,0.3588
E,S. pombe,0.1439
E,S. pombe,0.0872
E,S. pombe,0.3248
E,S. pombe,0.1105
E,S. pombe,0.0497
E,S. pombe,0.0485
E,S. pombe,0.3762
E,S. pombe,0.1145
E,S. pombe,0.3391
E,S. pombe,0.1574
E,S. pombe,0.1015
E,S. pombe,0.0346
E,S. pombe,0.1304
E,S. pombe,0.1193
E,S. pombe,0.0897
E,S. pombe,0.0558
E,S. pombe,0.1239
E,S. pombe,0.0556
E,S. pombe,0.1258
E,S. pombe,0.1044
E,S. pombe,0.1879
E,S. pombe,0.1098
E,S. pombe,0.24
E,S. pombe,0.1236
E,S. pombe,0.0805
E,S. pombe,0.2527
E,S. pombe,0.1893
E,S. pombe,0.027
E,S. pombe,0.1054
E,S. pombe,0.0399
E,S. pombe,0.06775
E,S. pombe,0.0914
E,S. pombe,0.0802
E,S. pombe,0.4366
E,S. pombe,0.2142
E,S. pombe,0.0231
E,S. pombe,0.2031
E,S. pombe,0.035
NE,S. pombe,0.2563
NE,S. pombe,0.0761
NE,S. pombe,0.1121
NE,S. pombe,0.1491
NE,S. pombe,0.2741
NE,S. pombe,0.1544
NE,S. pombe,0.1676
NE,S. pombe,0.0959
NE,S. pombe,0.0415
NE,S. pombe,0.0758
NE,S. pombe,0.0548
NE,S. pombe,0.07844999999999999
NE,S. pombe,0.11
NE,S. pombe,0.0876
NE,S. pombe,0.2048
NE,S. pombe,0.1413
NE,S. pombe,0.17725
NE,S. pombe,0.0915
NE,S. pombe,0.0722
NE,S. pombe,0.1362
NE,S. pombe,0.1245
NE,S. pombe,0.1611
NE,S. pombe,0.15395
NE,S. pombe,0.1712
NE,S. pombe,0.1865
NE,S. pombe,0.155
NE,S. pombe,0.2466
NE,S. pombe,0.0844
NE,S. pombe,0.0956
NE,S. pombe,0.1052
NE,S. pombe,0.0531
NE,S. pombe,0.1702
NE,S. pombe,0.0786
NE,S. pombe,0.1358
NE,S. pombe,0.39415
NE,S. pombe,0.1439
NE,S. pombe,0.0627
NE,S. pombe,0.1489
NE,S. pombe,0.0567
NE,S. pombe,0.0759
NE,S. pombe,0.0332
NE,S. pombe,0.2369
NE,S. pombe,0.1474
NE,S. pombe,0.0955
NE,S. pombe,0.11095
NE,S. pombe,0.0703
NE,S. pombe,0.0961
NE,S. pombe,0.0508
NE,S. pombe,0.1427
NE,S. pombe,0.3013
NE,S. pombe,0.0801
NE,S. pombe,0.2035
NE,S. pombe,0.0549
NE,S. pombe,0.059
NE,S. pombe,0.2045
NE,S. pombe,0.24009999999999998
NE,S. pombe,0.0491
NE,S. pombe,0.0546
NE,S. pombe,0.08174999999999999
NE,S. pombe,0.0734
NE,S. pombe,0.1317
NE,S. pombe,0.3149
NE,S. pombe,0.14965
NE,S. pombe,0.0682
NE,S. pombe,0.0894
NE,S. pombe,0.2178
NE,S. pombe,0.0118
NE,S. pombe,0.0573
NE,S. pombe,0.269
NE,S. pombe,0.1191
NE,S. pombe,0.422
NE,S. pombe,0.1872
NE,S. pombe,0.1263
NE,S. pombe,0.1214
NE,S. pombe,0.0879
NE,S. pombe,0.1492
NE,S. pombe,0.141
NE,S. pombe,0.3737
NE,S. pombe,0.0955
NE,S. pombe,0.0882
NE,S. pombe,0.1139
NE,S. pombe,0.1001
NE,S. pombe,0.1832
NE,S. pombe,0.0841
NE,S. pombe,0.06855
NE,S. pombe,0.1356
NE,S. pombe,0.1537
NE,S. pombe,0.3936
NE,S. pombe,0.0526
NE,S. pombe,0.1457
NE,S. pombe,0.2187
NE,S. pombe,0.30155
NE,S. pombe,0.1352
NE,S. pombe,0.0924
NE,S. pombe,0.0725
NE,S. pombe,0.2105
NE,S. pombe,0.0947
NE,S. pombe,0.1204
NE,S. pombe,0.1318
NE,S. pombe,0.1546
NE,S. pombe,0.142
NE,S. pombe,0.2881
NE,S. pombe,0.1142
NE,S. pombe,0.063
NE,S. pombe,0.2942
NE,S. pombe,0.2153
NE,S. pombe,0.1302
NE,S. pombe,0.0879
NE,S. pombe,0.0809
NE,S. pombe,0.0879
NE,S. pombe,0.1005
NE,S. pombe,0.1483
NE,S. pombe,0.2007
NE,S. pombe,0.1688
NE,S. pombe,0.2266
NE,S. pombe,0.0932
NE,S. pombe,0.0495
NE,S. pombe,0.1118
NE,S. pombe,0.13115
NE,S. pombe,0.0584
NE,S. pombe,0.0717
NE,S. pombe,0.1316
NE,S. pombe,0.1278
NE,S. pombe,0.3402
NE,S. pombe,0.32685
NE,S. pombe,0.1141
NE,S. pombe,0.0982
NE,S. pombe,0.0315
NE,S. pombe,0.0809
NE,S. pombe,0.2065
NE,S. pombe,0.2059
NE,S. pombe,0.079
NE,S. pombe,0.1495
NE,S. pombe,0.1082
NE,S. pombe,0.1202
NE,S. pombe,0.2307
NE,S. pombe,0.0591
NE,S. pombe,0.1523
NE,S. pombe,0.0849
NE,S. pombe,0.079
NE,S. pombe,0.2529
NE,S. pombe,0.3685
NE,S. pombe,0.2117
NE,S. pombe,0.1422
NE,S. pombe,0.1522
NE,S. pombe,0.0909
NE,S. pombe,0.1831
NE,S. pombe,0.22644999999999998
NE,S. pombe,0.144
NE,S. pombe,0.2154
NE,S. pombe,0.1623
NE,S. pombe,0.037
NE,S. pombe,0.1068
NE,S. pombe,0.0877
NE,S. pombe,0.0823
NE,S. pombe,0.1266
NE,S. pombe,0.2233
NE,S. pombe,0.158
NE,S. pombe,0.4441
NE,S. pombe,0.0479
NE,S. pombe,0.1219
NE,S. pombe,0.0391
NE,S. pombe,0.3399
NE,S. pombe,0.16535
NE,S. pombe,0.1953
NE,S. pombe,0.1394
NE,S. pombe,0.27655
NE,S. pombe,0.0505
NE,S. pombe,0.1143
NE,S. pombe,0.1089
NE,S. pombe,0.18114999999999998
NE,S. pombe,0.1332
NE,S. pombe,0.0717
NE,S. pombe,0.0889
NE,S. pombe,0.0804
NE,S. pombe,0.01685
NE,S. pombe,0.112
NE,S. pombe,0.0681
NE,S. pombe,0.0777
NE,S. pombe,0.1778
NE,S. pombe,0.1848
NE,S. pombe,0.1273
NE,S. pombe,0.1051
NE,S. pombe,0.2768
NE,S. pombe,0.1817
NE,S. pombe,0.128
NE,S. pombe,0.0885
NE,S. pombe,0.047
NE,S. pombe,0.052
NE,S. pombe,0.3776
NE,S. pombe,0.0485
NE,S. pombe,0.1686
NE,S. pombe,0.0576
NE,S. pombe,0.1838
NE,S. pombe,0.1737
NE,S. pombe,0.1213
NE,S. pombe,0.1794
NE,S. pombe,0.0888
NE,S. pombe,0.0501
NE,S. pombe,0.2446
NE,S. pombe,0.0694
NE,S. pombe,0.118
NE,S. pombe,0.0742
NE,S. pombe,0.0977
NE,S. pombe,0.075
NE,S. pombe,0.1273
NE,S. pombe,0.101
NE,S. pombe,0.0451
NE,S. pombe,0.1156
NE,S. pombe,0.2627
NE,S. pombe,0.1322
NE,S. pombe,0.32095
NE,S. pombe,0.0865
NE,S. pombe,0.044
NE,S. pombe,0.2113
NE,S. pombe,0.0632
NE,S. pombe,0.1065
NE,S. pombe,0.3637
NE,S. pombe,0.112
NE,S. pombe,0.0451
NE,S. pombe,0.2052
NE,S. pombe,0.0752
NE,S. pombe,0.0631
NE,S. pombe,0.0872
NE,S. pombe,0.1216
NE,S. pombe,0.0759
NE,S. pombe,0.3725
NE,S. pombe,0.0775
NE,S. pombe,0.1163
NE,S. pombe,0.0482
NE,S. pombe,0.0391
NE,S. pombe,0.0747
NE,S. pombe,0.1287
NE,S. pombe,0.1231
NE,S. pombe,0.20775
NE,S. pombe,0.1709
NE,S. pombe,0.13425
NE,S. pombe,0.207
NE,S. pombe,0.0662
NE,S. pombe,0.10525000000000001
NE,S. pombe,0.0653
NE,S. pombe,0.1281
NE,S. pombe,0.1463
NE,S. pombe,0.1969
NE,S. pombe,0.0994
NE,S. pombe,0.1059
NE,S. pombe,0.1237
NE,S. pombe,0.0622
NE,S. pombe,0.11
NE,S. pombe,0.125
NE,S. pombe,0.1704
NE,S. pombe,0.109
NE,S. pombe,0.2412
NE,S. pombe,0.0362
NE,S. pombe,0.1166
NE,S. pombe,0.1476
NE,S. pombe,0.2503
NE,S. pombe,0.0871
NE,S. pombe,0.045950000000000005
NE,S. pombe,0.0956
NE,S. pombe,0.1003
NE,S. pombe,0.0497
NE,S. pombe,0.2609
NE,S. pombe,0.2125
NE,S. pombe,0.1913
NE,S. pombe,0.2801
NE,S. pombe,0.1068
NE,S. pombe,0.0954
NE,S. pombe,0.1234
NE,S. pombe,0.385
NE,S. pombe,0.0419
NE,S. pombe,0.0617
NE,S. pombe,0.3023
NE,S. pombe,0.23795
NE,S. pombe,0.1493
NE,S. pombe,0.1032
NE,S. pombe,0.01345
NE,S. pombe,0.1969
NE,S. pombe,0.0976
NE,S. pombe,0.1465
NE,S. pombe,0.0919
NE,S. pombe,0.1095
NE,S. pombe,0.33955
NE,S. pombe,0.09734999999999999
NE,S. pombe,0.0374
NE,S. pombe,0.5084
NE,S. pombe,0.08549999999999999
NE,S. pombe,0.1476
NE,S. pombe,0.08549999999999999
NE,S. pombe,0.0647
NE,S. pombe,0.0544
NE,S. pombe,0.29815
NE,S. pombe,0.0967
NE,S. pombe,0.0421
NE,S. pombe,0.03585
NE,S. pombe,0.1987
NE,S. pombe,0.0877
NE,S. pombe,0.1339
NE,S. pombe,0.1241
NE,S. pombe,0.1037
NE,S. pombe,0.1146
NE,S. pombe,0.0255
NE,S. pombe,0.196
NE,S. pombe,0.2083
NE,S. pombe,0.1852
NE,S. pombe,0.14565
NE,S. pombe,0.0691
NE,S. pombe,0.3293
NE,S. pombe,0.04955
NE,S. pombe,0.1961
NE,S. pombe,0.1815
NE,S. pombe,0.1099
NE,S. pombe,0.098
NE,S. pombe,0.079
NE,S. pombe,0.1317
NE,S. pombe,0.1005
NE,S. pombe,0.0561
NE,S. pombe,0.17135
NE,S. pombe,0.1656
NE,S. pombe,0.1203
NE,S. pombe,0.0445
NE,S. pombe,0.1072
NE,S. pombe,0.0876
NE,S. pombe,0.1369
NE,S. pombe,0.1029
NE,S. pombe,0.1267
NE,S. pombe,0.0894
NE,S. pombe,0.1007
NE,S. pombe,0.3727
NE,S. pombe,0.0952
NE,S. pombe,0.04315
NE,S. pombe,0.0343
NE,S. pombe,0.0927
NE,S. pombe,0.06384999999999999
NE,S. pombe,0.0652
NE,S. pombe,0.1157
NE,S. pombe,0.1937
NE,S. pombe,0.1772
NE,S. pombe,0.2477
NE,S. pombe,0.119
NE,S. pombe,0.1469
NE,S. pombe,0.1025
NE,S. pombe,0.0253
NE,S. pombe,0.1704
NE,S. pombe,0.2068
NE,S. pombe,0.299
NE,S. pombe,0.2218
NE,S. pombe,0.0543
NE,S. pombe,0.1081
NE,S. pombe,0.1577
NE,S. pombe,0.0663
NE,S. pombe,0.0832
NE,S. pombe,0.0912
NE,S. pombe,0.1334
NE,S. pombe,0.164
NE,S. pombe,0.14455
NE,S. pombe,0.1209
NE,S. pombe,0.0448
NE,S. pombe,0.1306
NE,S. pombe,0.1164
NE,S. pombe,0.0488
NE,S. pombe,0.04385
NE,S. pombe,0.0831
NE,S. pombe,0.07155
NE,S. pombe,0.0659
NE,S. pombe,0.1048
NE,S. pombe,0.1986
NE,S. pombe,0.1066
NE,S. pombe,0.0629
NE,S. pombe,0.0959
NE,S. pombe,0.0647
NE,S. pombe,0.0661
NE,S. pombe,0.0778
NE,S. pombe,0.0334
NE,S. pombe,0.1839
NE,S. pombe,0.1917
NE,S. pombe,0.0808
NE,S. pombe,0.0762
NE,S. pombe,0.1813
NE,S. pombe,0.1034
NE,S. pombe,0.03515
NE,S. pombe,0.0912
NE,S. pombe,0.12335
NE,S. pombe,0.0953
NE,S. pombe,0.1315
NE,S. pombe,0.1061
NE,S. pombe,0.0949
NE,S. pombe,0.1658
NE,S. pombe,0.299
NE,S. pombe,0.0949
NE,S. pombe,0.3051
NE,S. pombe,0.024
NE,S. pombe,0.2931
NE,S. pombe,0.2216
NE,S. pombe,0.0337
NE,S. pombe,0.1848
NE,S. pombe,0.14179999999999998
NE,S. pombe,0.1652
NE,S. pombe,0.1474
NE,S. pombe,0.2004
NE,S. pombe,0.0951
NE,S. pombe,0.1265
NE,S. pombe,0.1446
NE,S. pombe,0.0732
NE,S. pombe,0.2497
NE,S. pombe,0.0503
NE,S. pombe,0.0566
NE,S. pombe,0.1842
NE,S. pombe,0.1119
NE,S. pombe,0.4102
NE,S. pombe,0.0877
NE,S. pombe,0.0589
NE,S. pombe,0.0741
NE,S. pombe,0.0771
NE,S. pombe,0.086
NE,S. pombe,0.1762
NE,S. pombe,0.2531
NE,S. pombe,0.1063
NE,S. pombe,0.08795
NE,S. pombe,0.1486
NE,S. pombe,0.1006
NE,S. pombe,0.3741
NE,S. pombe,0.1035
NE,S. pombe,0.101
NE,S. pombe,0.2311
NE,S. pombe,0.3539
NE,S. pombe,0.0717
NE,S. pombe,0.0879
NE,S. pombe,0.0616
NE,S. pombe,0.0483
NE,S. pombe,0.1281
NE,S. pombe,0.0495
NE,S. pombe,0.2206
NE,S. pombe,0.0949
NE,S. pombe,0.1031
NE,S. pombe,0.0741
NE,S. pombe,0.1551
NE,S. pombe,0.118
NE,S. pombe,0.09
NE,S. pombe,0.3017
NE,S. pombe,0.2093
NE,S. pombe,0.1366
NE,S. pombe,0.20105
NE,S. pombe,0.1473
NE,S. pombe,0.195
NE,S. pombe,0.0247
NE,S. pombe,0.33605
NE,S. pombe,0.0754
NE,S. pombe,0.06075
NE,S. pombe,0.0471
NE,S. pombe,0.0831
NE,S. pombe,0.15045
NE,S. pombe,0.2693
NE,S. pombe,0.21735
NE,S. pombe,0.045
NE,S. pombe,0.1085
NE,S. pombe,0.2202
NE,S. pombe,0.0596
NE,S. pombe,0.0622
NE,S. pombe,0.2364
NE,S. pombe,0.2185
NE,S. pombe,0.06405
NE,S. pombe,0.3432
NE,S. pombe,0.11225
NE,S. pombe,0.2742
NE,S. pombe,0.1634
NE,S. pombe,0.1011
NE,S. pombe,0.2083
NE,S. pombe,0.1044
NE,S. pombe,0.182
NE,S. pombe,0.2844
NE,S. pombe,0.06275
NE,S. pombe,0.11655
NE,S. pombe,0.1076
NE,S. pombe,0.1072
NE,S. pombe,0.1282
NE,S. pombe,0.1122
NE,S. pombe,0.1423
NE,S. pombe,0.3095
NE,S. pombe,0.0627
NE,S. pombe,0.0798
NE,S. pombe,0.028
NE,S. pombe,0.108
NE,S. pombe,0.1534
NE,S. pombe,0.0782
NE,S. pombe,0.086
NE,S. pombe,0.1731
NE,S. pombe,0.0818
NE,S. pombe,0.2406
NE,S. pombe,0.0674
NE,S. pombe,0.0722
NE,S. pombe,0.0542
NE,S. pombe,0.1141
NE,S. pombe,0.0778
NE,S. pombe,0.1003
NE,S. pombe,0.1249
NE,S. pombe,0.0928
NE,S. pombe,0.1127
NE,S. pombe,0.1994
NE,S. pombe,0.0852
NE,S. pombe,0.0852
NE,S. pombe,0.0776
NE,S. pombe,0.2483
NE,S. pombe,0.20015
NE,S. pombe,0.1826
NE,S. pombe,0.1291
NE,S. pombe,0.0695
NE,S. pombe,0.2487
NE,S. pombe,0.1525
NE,S. pombe,0.3291
NE,S. pombe,0.1132
NE,S. pombe,0.231
NE,S. pombe,0.1207
NE,S. pombe,0.0924
NE,S. pombe,0.1852
NE,S. pombe,0.0651
NE,S. pombe,0.0711
NE,S. pombe,0.1382
NE,S. pombe,0.1295
NE,S. pombe,0.1317
NE,S. pombe,0.0903
NE,S. pombe,0.12940000000000002
NE,S. pombe,0.0642
NE,S. pombe,0.0993
NE,S. pombe,0.397
