type,organism,conservation_score
E,S. pombe,0.526583
E,S. pombe,0.397699
E,S. pombe,0.669871
E,S. pombe,0.588164
E,S. pombe,0.621026
E,S. pombe,0.395276
E,S. pombe,0.659544
E,S. pombe,0.578526
E,S. pombe,0.342887
E,S. pombe,0.663745
E,S. pombe,0.681661
E,S. pombe,0.4969365
E,S. pombe,0.709672
E,S. pombe,0.560622
E,S. pombe,0.6938895
E,S. pombe,0.600056
E,S. pombe,0.669696
E,S. pombe,0.787722
E,S. pombe,0.592627
E,S. pombe,0.501955
E,S. pombe,0.656747
E,S. pombe,0.607541
E,S. pombe,0.595214
E,S. pombe,0.472177
E,S. pombe,0.551462
E,S. pombe,0.654265
E,S. pombe,0.6318955
E,S. pombe,0.5020425
E,S. pombe,0.539526
E,S. pombe,0.648131
E,S. pombe,0.603829
E,S. pombe,0.555992
E,S. pombe,0.721698
E,S. pombe,0.731864
E,S. pombe,0.395661
E,S. pombe,0.7139795
E,S. pombe,0.736483
E,S. pombe,0.643392
E,S. pombe,0.539935
E,S. pombe,0.5734115
E,S. pombe,0.7653375
E,S. pombe,0.42774
E,S. pombe,0.48247
E,S. pombe,0.357426
E,S. pombe,0.4105255
E,S. pombe,0.676522
E,S. pombe,0.618354
E,S. pombe,0.6024695
E,S. pombe,0.561993
E,S. pombe,0.588394
E,S. pombe,0.4667885
E,S. pombe,0.444734
E,S. pombe,0.467057
E,S. pombe,0.533004
E,S. pombe,0.402531
E,S. pombe,0.572876
E,S. pombe,0.503739
E,S. pombe,0.564162
E,S. pombe,0.706773
E,S. pombe,0.638498
E,S. pombe,0.768194
E,S. pombe,0.67352
E,S. pombe,0.455856
E,S. pombe,0.637537
E,S. pombe,0.755962
E,S. pombe,0.3951385
E,S. pombe,0.544121
E,S. pombe,0.716178
E,S. pombe,0.439003
E,S. pombe,0.602047
E,S. pombe,0.542739
E,S. pombe,0.460765
E,S. pombe,0.5353065
E,S. pombe,0.704827
E,S. pombe,0.395676
E,S. pombe,0.523046
E,S. pombe,0.498624
E,S. pombe,0.6524225
E,S. pombe,0.7275095
E,S. pombe,0.532038
E,S. pombe,0.539768
E,S. pombe,0.4440525
E,S. pombe,0.6960395
E,S. pombe,0.572006
E,S. pombe,0.6379965
E,S. pombe,0.5182435
E,S. pombe,0.569931
E,S. pombe,0.6031475
E,S. pombe,0.649071
E,S. pombe,0.48161
E,S. pombe,0.327169
E,S. pombe,0.5991425
E,S. pombe,0.592539
E,S. pombe,0.408137
E,S. pombe,0.368774
E,S. pombe,0.5839075
E,S. pombe,0.7441145
E,S. pombe,0.559095
E,S. pombe,0.656826
E,S. pombe,0.421194
E,S. pombe,0.6601315
E,S. pombe,0.521625
E,S. pombe,0.720267
E,S. pombe,0.566034
E,S. pombe,0.746261
E,S. pombe,0.543245
E,S. pombe,0.499916
E,S. pombe,0.5765055
E,S. pombe,0.6203105
E,S. pombe,0.704439
E,S. pombe,0.5382475
E,S. pombe,0.6524025
E,S. pombe,0.368203
E,S. pombe,0.690777
E,S. pombe,0.5320255
E,S. pombe,0.384782
E,S. pombe,0.418146
E,S. pombe,0.542885
E,S. pombe,0.527087
E,S. pombe,0.773347
E,S. pombe,0.754922
E,S. pombe,0.528543
E,S. pombe,0.7650405
E,S. pombe,0.449629
E,S. pombe,0.4391
E,S. pombe,0.566322
E,S. pombe,0.468673
E,S. pombe,0.6791
E,S. pombe,0.55808
E,S. pombe,0.418801
E,S. pombe,0.621124
E,S. pombe,0.4667145
E,S. pombe,0.4775605
E,S. pombe,0.674454
E,S. pombe,0.765832
E,S. pombe,0.7982825
E,S. pombe,0.528484
E,S. pombe,0.5226585
E,S. pombe,0.440633
E,S. pombe,0.7385675
E,S. pombe,0.7195575
E,S. pombe,0.693939
E,S. pombe,0.680829
E,S. pombe,0.7230275
E,S. pombe,0.5258
E,S. pombe,0.660202
E,S. pombe,0.584437
E,S. pombe,0.493761
E,S. pombe,0.506701
E,S. pombe,0.498775
E,S. pombe,0.5565905
E,S. pombe,0.329818
E,S. pombe,0.543505
E,S. pombe,0.577639
E,S. pombe,0.704543
E,S. pombe,0.538459
E,S. pombe,0.7425355
E,S. pombe,0.483112
E,S. pombe,0.378966
E,S. pombe,0.517936
E,S. pombe,0.696094
E,S. pombe,0.586604
E,S. pombe,0.567598
E,S. pombe,0.5626665
E,S. pombe,0.38287
E,S. pombe,0.645679
E,S. pombe,0.7789025
E,S. pombe,0.688592
E,S. pombe,0.5951595
E,S. pombe,0.739284
E,S. pombe,0.526923
E,S. pombe,0.6373155
E,S. pombe,0.6019945
E,S. pombe,0.61406
E,S. pombe,0.5119735
E,S. pombe,0.696566
E,S. pombe,0.597148
E,S. pombe,0.4374655
E,S. pombe,0.595531
E,S. pombe,0.6462865
E,S. pombe,0.609483
E,S. pombe,0.5840505
E,S. pombe,0.301311
E,S. pombe,0.797135
E,S. pombe,0.456876
E,S. pombe,0.626907
E,S. pombe,0.735534
E,S. pombe,0.6676095
E,S. pombe,0.663254
E,S. pombe,0.507143
E,S. pombe,0.718612
E,S. pombe,0.7200195
E,S. pombe,0.494361
E,S. pombe,0.507915
E,S. pombe,0.61771
E,S. pombe,0.7373195
E,S. pombe,0.566905
E,S. pombe,0.4974715
E,S. pombe,0.4822055
E,S. pombe,0.7492495
E,S. pombe,0.397076
E,S. pombe,0.4634675
E,S. pombe,0.4007075
E,S. pombe,0.715391
E,S. pombe,0.422105
E,S. pombe,0.425799
E,S. pombe,0.509185
E,S. pombe,0.794116
E,S. pombe,0.7803265
E,S. pombe,0.449768
E,S. pombe,0.3918595
E,S. pombe,0.5512855
E,S. pombe,0.655685
E,S. pombe,0.761895
E,S. pombe,0.495758
E,S. pombe,0.567463
E,S. pombe,0.6257385
E,S. pombe,0.554247
E,S. pombe,0.3983345
E,S. pombe,0.450804
E,S. pombe,0.367058
E,S. pombe,0.576783
E,S. pombe,0.6619245
E,S. pombe,0.410077
E,S. pombe,0.768334
E,S. pombe,0.629848
E,S. pombe,0.464273
E,S. pombe,0.6690375
E,S. pombe,0.605226
E,S. pombe,0.440034
E,S. pombe,0.451988
E,S. pombe,0.476552
E,S. pombe,0.492526
E,S. pombe,0.645706
E,S. pombe,0.671602
E,S. pombe,0.609664
E,S. pombe,0.376349
E,S. pombe,0.53798
E,S. pombe,0.455016
E,S. pombe,0.385633
E,S. pombe,0.457998
E,S. pombe,0.5056215
E,S. pombe,0.374197
E,S. pombe,0.7206125
E,S. pombe,0.430165
E,S. pombe,0.7224725
E,S. pombe,0.396612
E,S. pombe,0.554867
E,S. pombe,0.698684
E,S. pombe,0.757498
E,S. pombe,0.374688
E,S. pombe,0.594778
E,S. pombe,0.593225
E,S. pombe,0.730086
E,S. pombe,0.6985255
E,S. pombe,0.801234
E,S. pombe,0.456632
E,S. pombe,0.709826
E,S. pombe,0.478938
E,S. pombe,0.3363325
E,S. pombe,0.5756175
E,S. pombe,0.281087
E,S. pombe,0.381662
E,S. pombe,0.528042
E,S. pombe,0.630462
E,S. pombe,0.325959
E,S. pombe,0.6613095
E,S. pombe,0.436129
E,S. pombe,0.776559
E,S. pombe,0.3467205
E,S. pombe,0.4891125
E,S. pombe,0.7015815
E,S. pombe,0.354596
E,S. pombe,0.543755
E,S. pombe,0.755236
E,S. pombe,0.679178
E,S. pombe,0.394847
E,S. pombe,0.379837
E,S. pombe,0.3991075
E,S. pombe,0.64198
E,S. pombe,0.495691
E,S. pombe,0.728299
E,S. pombe,0.488724
E,S. pombe,0.608046
E,S. pombe,0.3805875
E,S. pombe,0.583408
E,S. pombe,0.459259
E,S. pombe,0.596336
E,S. pombe,0.601676
E,S. pombe,0.680099
E,S. pombe,0.6074415
E,S. pombe,0.5800325
E,S. pombe,0.397658
E,S. pombe,0.507932
E,S. pombe,0.551457
E,S. pombe,0.662484
E,S. pombe,0.638833
E,S. pombe,0.443397
E,S. pombe,0.316847
E,S. pombe,0.6713725
E,S. pombe,0.574126
E,S. pombe,0.769474
E,S. pombe,0.621507
E,S. pombe,0.623937
E,S. pombe,0.55001
E,S. pombe,0.358136
E,S. pombe,0.5477105
E,S. pombe,0.805187
E,S. pombe,0.386991
E,S. pombe,0.736404
NE,S. pombe,0.46874
NE,S. pombe,0.578529
NE,S. pombe,0.456971
NE,S. pombe,0.600027
NE,S. pombe,0.6296535
NE,S. pombe,0.4141745
NE,S. pombe,0.5004735
NE,S. pombe,0.573014
NE,S. pombe,0.545338
NE,S. pombe,0.7118135
NE,S. pombe,0.644499
NE,S. pombe,0.561858
NE,S. pombe,0.498113
NE,S. pombe,0.458767
NE,S. pombe,0.664497
NE,S. pombe,0.51672
NE,S. pombe,0.533627
NE,S. pombe,0.645585
NE,S. pombe,0.549823
NE,S. pombe,0.592383
NE,S. pombe,0.5869925
NE,S. pombe,0.574899
NE,S. pombe,0.703253
NE,S. pombe,0.5836595
NE,S. pombe,0.562094
NE,S. pombe,0.555841
NE,S. pombe,0.55222
NE,S. pombe,0.499384
NE,S. pombe,0.521042
NE,S. pombe,0.7336615
NE,S. pombe,0.559742
NE,S. pombe,0.502083
NE,S. pombe,0.499483
NE,S. pombe,0.614697
NE,S. pombe,0.350282
NE,S. pombe,0.665171
NE,S. pombe,0.5746245
NE,S. pombe,0.3810335
NE,S. pombe,0.631064
NE,S. pombe,0.4834105
NE,S. pombe,0.6217845
NE,S. pombe,0.5628115
NE,S. pombe,0.386212
NE,S. pombe,0.534724
NE,S. pombe,0.651987
NE,S. pombe,0.530997
NE,S. pombe,0.5561855
NE,S. pombe,0.581831
NE,S. pombe,0.546985
NE,S. pombe,0.446703
NE,S. pombe,0.4708575
NE,S. pombe,0.591119
NE,S. pombe,0.61355
NE,S. pombe,0.6722585
NE,S. pombe,0.6654375
NE,S. pombe,0.532002
NE,S. pombe,0.7055025
NE,S. pombe,0.652986
NE,S. pombe,0.6414945
NE,S. pombe,0.592035
NE,S. pombe,0.572565
NE,S. pombe,0.583392
NE,S. pombe,0.6245425
NE,S. pombe,0.626394
NE,S. pombe,0.6178
NE,S. pombe,0.6178
NE,S. pombe,0.563889
NE,S. pombe,0.5520275
NE,S. pombe,0.560631
NE,S. pombe,0.7869495
NE,S. pombe,0.510373
NE,S. pombe,0.699356
NE,S. pombe,0.4394485
NE,S. pombe,0.625102
NE,S. pombe,0.4376095
NE,S. pombe,0.637786
NE,S. pombe,0.5297545
NE,S. pombe,0.6388025
NE,S. pombe,0.7584935
NE,S. pombe,0.739113
NE,S. pombe,0.345677
NE,S. pombe,0.572084
NE,S. pombe,0.4354545
NE,S. pombe,0.604383
NE,S. pombe,0.538827
NE,S. pombe,0.715056
NE,S. pombe,0.5964
NE,S. pombe,0.580097
NE,S. pombe,0.5624915
NE,S. pombe,0.512953
NE,S. pombe,0.440693
NE,S. pombe,0.3805875
NE,S. pombe,0.410762
NE,S. pombe,0.4953545
NE,S. pombe,0.559863
NE,S. pombe,0.614336
NE,S. pombe,0.656339
NE,S. pombe,0.495184
NE,S. pombe,0.689992
NE,S. pombe,0.603815
NE,S. pombe,0.457885
NE,S. pombe,0.4824795
NE,S. pombe,0.4195925
NE,S. pombe,0.60292
NE,S. pombe,0.5484605
NE,S. pombe,0.4879065
NE,S. pombe,0.373489
NE,S. pombe,0.509914
NE,S. pombe,0.4267575
NE,S. pombe,0.597612
NE,S. pombe,0.559859
NE,S. pombe,0.580724
NE,S. pombe,0.48111
NE,S. pombe,0.6772125
NE,S. pombe,0.6239025
NE,S. pombe,0.5439235
NE,S. pombe,0.6296535
NE,S. pombe,0.5288185
NE,S. pombe,0.682574
NE,S. pombe,0.4985005
NE,S. pombe,0.604551
NE,S. pombe,0.441397
NE,S. pombe,0.492651
NE,S. pombe,0.381637
NE,S. pombe,0.5737225
NE,S. pombe,0.618342
NE,S. pombe,0.739828
NE,S. pombe,0.344101
NE,S. pombe,0.3318485
NE,S. pombe,0.542141
NE,S. pombe,0.5964
NE,S. pombe,0.584306
NE,S. pombe,0.58158
NE,S. pombe,0.622671
NE,S. pombe,0.478361
NE,S. pombe,0.465775
NE,S. pombe,0.439031
NE,S. pombe,0.442407
NE,S. pombe,0.492196
NE,S. pombe,0.514552
NE,S. pombe,0.7522765
NE,S. pombe,0.4931945
NE,S. pombe,0.653279
NE,S. pombe,0.677231
NE,S. pombe,0.693887
NE,S. pombe,0.473565
NE,S. pombe,0.738109
NE,S. pombe,0.575029
NE,S. pombe,0.5446905
NE,S. pombe,0.626136
NE,S. pombe,0.6075155
NE,S. pombe,0.555282
NE,S. pombe,0.5600565
NE,S. pombe,0.5210605
NE,S. pombe,0.472343
NE,S. pombe,0.791997
NE,S. pombe,0.577062
NE,S. pombe,0.557802
NE,S. pombe,0.373744
NE,S. pombe,0.6606975
NE,S. pombe,0.491822
NE,S. pombe,0.339957
NE,S. pombe,0.517814
NE,S. pombe,0.458209
NE,S. pombe,0.643428
NE,S. pombe,0.507786
NE,S. pombe,0.569273
NE,S. pombe,0.683922
NE,S. pombe,0.442371
NE,S. pombe,0.469764
NE,S. pombe,0.394282
NE,S. pombe,0.5477025
NE,S. pombe,0.451145
NE,S. pombe,0.6767055
NE,S. pombe,0.481459
NE,S. pombe,0.379366
NE,S. pombe,0.7117815
NE,S. pombe,0.443405
NE,S. pombe,0.612713
NE,S. pombe,0.53269
NE,S. pombe,0.450484
NE,S. pombe,0.621124
NE,S. pombe,0.606118
NE,S. pombe,0.5619005
NE,S. pombe,0.403495
NE,S. pombe,0.783056
NE,S. pombe,0.566766
NE,S. pombe,0.562424
NE,S. pombe,0.700942
NE,S. pombe,0.4803225
NE,S. pombe,0.422649
NE,S. pombe,0.485564
NE,S. pombe,0.3225325
NE,S. pombe,0.686618
NE,S. pombe,0.613132
NE,S. pombe,0.684109
NE,S. pombe,0.401995
NE,S. pombe,0.4848875
NE,S. pombe,0.457886
NE,S. pombe,0.46649
NE,S. pombe,0.56874
NE,S. pombe,0.736282
NE,S. pombe,0.550953
NE,S. pombe,0.588903
NE,S. pombe,0.607365
NE,S. pombe,0.590471
NE,S. pombe,0.681062
NE,S. pombe,0.660728
NE,S. pombe,0.637591
NE,S. pombe,0.6268185
NE,S. pombe,0.5150545
NE,S. pombe,0.547026
NE,S. pombe,0.68353
NE,S. pombe,0.5471865
NE,S. pombe,0.525577
NE,S. pombe,0.50138
NE,S. pombe,0.4591805
NE,S. pombe,0.402009
NE,S. pombe,0.367531
NE,S. pombe,0.658703
NE,S. pombe,0.454741
NE,S. pombe,0.3950025
NE,S. pombe,0.480855
NE,S. pombe,0.678925
NE,S. pombe,0.672772
NE,S. pombe,0.510301
NE,S. pombe,0.727612
NE,S. pombe,0.5025805
NE,S. pombe,0.50214
NE,S. pombe,0.483703
NE,S. pombe,0.4905835
NE,S. pombe,0.539636
NE,S. pombe,0.556867
NE,S. pombe,0.5132665
NE,S. pombe,0.6804035
NE,S. pombe,0.557441
NE,S. pombe,0.397998
NE,S. pombe,0.60554
NE,S. pombe,0.467486
NE,S. pombe,0.52962
NE,S. pombe,0.5128595
NE,S. pombe,0.447375
NE,S. pombe,0.5441505
NE,S. pombe,0.637174
NE,S. pombe,0.734485
NE,S. pombe,0.754741
NE,S. pombe,0.531704
NE,S. pombe,0.423874
NE,S. pombe,0.438092
NE,S. pombe,0.47117
NE,S. pombe,0.613591
NE,S. pombe,0.752974
NE,S. pombe,0.687368
NE,S. pombe,0.674032
NE,S. pombe,0.733335
NE,S. pombe,0.603683
NE,S. pombe,0.376745
NE,S. pombe,0.542586
NE,S. pombe,0.6383235
NE,S. pombe,0.513785
NE,S. pombe,0.42623
NE,S. pombe,0.785297
NE,S. pombe,0.624882
NE,S. pombe,0.54619
NE,S. pombe,0.539199
NE,S. pombe,0.522547
NE,S. pombe,0.34947
NE,S. pombe,0.508218
NE,S. pombe,0.438305
NE,S. pombe,0.7729805
NE,S. pombe,0.580997
NE,S. pombe,0.47079
NE,S. pombe,0.538779
NE,S. pombe,0.4939695
NE,S. pombe,0.278269
NE,S. pombe,0.668061
NE,S. pombe,0.546848
NE,S. pombe,0.379204
NE,S. pombe,0.530999
NE,S. pombe,0.580217
NE,S. pombe,0.698912
NE,S. pombe,0.5356485
NE,S. pombe,0.615734
NE,S. pombe,0.5033355
NE,S. pombe,0.416957
NE,S. pombe,0.561492
NE,S. pombe,0.649991
NE,S. pombe,0.46752
NE,S. pombe,0.580862
NE,S. pombe,0.533199
NE,S. pombe,0.51672
NE,S. pombe,0.526835
NE,S. pombe,0.4844085
NE,S. pombe,0.777818
NE,S. pombe,0.405994
NE,S. pombe,0.692919
NE,S. pombe,0.710135
NE,S. pombe,0.6371485
NE,S. pombe,0.407112
NE,S. pombe,0.58718
NE,S. pombe,0.5646655
NE,S. pombe,0.5955455
NE,S. pombe,0.4658675
NE,S. pombe,0.5484605
NE,S. pombe,0.47555
NE,S. pombe,0.6747145
NE,S. pombe,0.3925265
NE,S. pombe,0.467476
NE,S. pombe,0.4601745
NE,S. pombe,0.450019
NE,S. pombe,0.508681
NE,S. pombe,0.695238
NE,S. pombe,0.490484
NE,S. pombe,0.31312
NE,S. pombe,0.7629425
NE,S. pombe,0.714555
NE,S. pombe,0.449798
NE,S. pombe,0.539787
NE,S. pombe,0.440835
NE,S. pombe,0.777109
NE,S. pombe,0.7856225
NE,S. pombe,0.601887
NE,S. pombe,0.668284
NE,S. pombe,0.513057
NE,S. pombe,0.485696
NE,S. pombe,0.506126
NE,S. pombe,0.397746
NE,S. pombe,0.619935
NE,S. pombe,0.634557
NE,S. pombe,0.394922
NE,S. pombe,0.621938
NE,S. pombe,0.6196595
NE,S. pombe,0.407112
NE,S. pombe,0.621938
NE,S. pombe,0.6521115
NE,S. pombe,0.7074965
NE,S. pombe,0.626817
NE,S. pombe,0.451964
NE,S. pombe,0.651614
NE,S. pombe,0.784932
NE,S. pombe,0.5548565
NE,S. pombe,0.495058
NE,S. pombe,0.702956
NE,S. pombe,0.5029775
NE,S. pombe,0.352297
NE,S. pombe,0.6767055
NE,S. pombe,0.533493
NE,S. pombe,0.480397
NE,S. pombe,0.516281
NE,S. pombe,0.73332
NE,S. pombe,0.32008
NE,S. pombe,0.5688835
NE,S. pombe,0.7294035
NE,S. pombe,0.453987
NE,S. pombe,0.742887
NE,S. pombe,0.367281
NE,S. pombe,0.380626
NE,S. pombe,0.375149
NE,S. pombe,0.5401145
NE,S. pombe,0.392554
NE,S. pombe,0.628946
NE,S. pombe,0.638208
NE,S. pombe,0.4856715
NE,S. pombe,0.535307
NE,S. pombe,0.518937
NE,S. pombe,0.577739
NE,S. pombe,0.6606975
NE,S. pombe,0.4394485
NE,S. pombe,0.600269
NE,S. pombe,0.5354265
NE,S. pombe,0.670927
NE,S. pombe,0.406234
NE,S. pombe,0.429888
NE,S. pombe,0.499195
NE,S. pombe,0.573777
NE,S. pombe,0.502047
NE,S. pombe,0.7097385
NE,S. pombe,0.790218
NE,S. pombe,0.695353
NE,S. pombe,0.54674
NE,S. pombe,0.621801
NE,S. pombe,0.4458805
NE,S. pombe,0.54619
NE,S. pombe,0.54619
NE,S. pombe,0.535539
NE,S. pombe,0.5255105
NE,S. pombe,0.633873
NE,S. pombe,0.583025
NE,S. pombe,0.4363995
NE,S. pombe,0.64649
NE,S. pombe,0.718744
NE,S. pombe,0.727062
NE,S. pombe,0.657308
NE,S. pombe,0.611047
NE,S. pombe,0.7055875
NE,S. pombe,0.576343
NE,S. pombe,0.585981
NE,S. pombe,0.54249
NE,S. pombe,0.4128755
NE,S. pombe,0.379636
NE,S. pombe,0.572207
NE,S. pombe,0.66951
NE,S. pombe,0.695758
NE,S. pombe,0.506899
NE,S. pombe,0.4763205
NE,S. pombe,0.411363
NE,S. pombe,0.421739
NE,S. pombe,0.5478985
NE,S. pombe,0.5939215
NE,S. pombe,0.694796
NE,S. pombe,0.410443
NE,S. pombe,0.493317
NE,S. pombe,0.62665
NE,S. pombe,0.5571
NE,S. pombe,0.490541
NE,S. pombe,0.475818
NE,S. pombe,0.5358625
NE,S. pombe,0.634396
NE,S. pombe,0.3454405
NE,S. pombe,0.4394545
NE,S. pombe,0.583993
NE,S. pombe,0.5042335
NE,S. pombe,0.536783
NE,S. pombe,0.6738665
NE,S. pombe,0.668189
NE,S. pombe,0.574688
NE,S. pombe,0.713045
NE,S. pombe,0.623135
NE,S. pombe,0.6504465
NE,S. pombe,0.646777
NE,S. pombe,0.6299505
NE,S. pombe,0.5631195
NE,S. pombe,0.5353325
NE,S. pombe,0.669514
NE,S. pombe,0.469596
NE,S. pombe,0.7012525
NE,S. pombe,0.643238
NE,S. pombe,0.551333
NE,S. pombe,0.707136
NE,S. pombe,0.4780855
NE,S. pombe,0.4552305
NE,S. pombe,0.508757
NE,S. pombe,0.628133
NE,S. pombe,0.4181095
NE,S. pombe,0.559892
NE,S. pombe,0.506501
NE,S. pombe,0.734537
NE,S. pombe,0.56549
NE,S. pombe,0.5731525
NE,S. pombe,0.5985645
NE,S. pombe,0.5678935
NE,S. pombe,0.5574615
NE,S. pombe,0.567133
NE,S. pombe,0.4957435
NE,S. pombe,0.5910695
NE,S. pombe,0.411363
NE,S. pombe,0.579796
NE,S. pombe,0.455489
NE,S. pombe,0.754181
NE,S. pombe,0.5361195
NE,S. pombe,0.345594
NE,S. pombe,0.749383
NE,S. pombe,0.456944
NE,S. pombe,0.412397
NE,S. pombe,0.5120325
NE,S. pombe,0.43069
NE,S. pombe,0.4532575
NE,S. pombe,0.520902
NE,S. pombe,0.509192
NE,S. pombe,0.59689
NE,S. pombe,0.5792485
NE,S. pombe,0.405099
NE,S. pombe,0.699157
NE,S. pombe,0.640764
NE,S. pombe,0.545463
NE,S. pombe,0.735746
NE,S. pombe,0.69233
NE,S. pombe,0.485642
NE,S. pombe,0.387718
NE,S. pombe,0.342729
NE,S. pombe,0.535079
NE,S. pombe,0.518489
NE,S. pombe,0.6721555
NE,S. pombe,0.4667885
NE,S. pombe,0.61861
NE,S. pombe,0.4199115
NE,S. pombe,0.339923
NE,S. pombe,0.728395
NE,S. pombe,0.4867805
NE,S. pombe,0.428635
NE,S. pombe,0.537758
NE,S. pombe,0.461035
NE,S. pombe,0.5663305
NE,S. pombe,0.3562615
NE,S. pombe,0.480973
NE,S. pombe,0.5782915
NE,S. pombe,0.507646
NE,S. pombe,0.416591
NE,S. pombe,0.724606
NE,S. pombe,0.5270535
NE,S. pombe,0.679026
NE,S. pombe,0.663951
NE,S. pombe,0.588794
NE,S. pombe,0.7522765
NE,S. pombe,0.431179
NE,S. pombe,0.568002
NE,S. pombe,0.72728
NE,S. pombe,0.482601
NE,S. pombe,0.6381525
NE,S. pombe,0.648524
NE,S. pombe,0.76936
NE,S. pombe,0.622968
NE,S. pombe,0.363735
NE,S. pombe,0.406691
NE,S. pombe,0.3962685
NE,S. pombe,0.517673
NE,S. pombe,0.457768
NE,S. pombe,0.426173
NE,S. pombe,0.735493
NE,S. pombe,0.414229
NE,S. pombe,0.698188
NE,S. pombe,0.635013
NE,S. pombe,0.5548595
NE,S. pombe,0.638838
NE,S. pombe,0.3649865
NE,S. pombe,0.3926055
NE,S. pombe,0.385836
NE,S. pombe,0.779837
NE,S. pombe,0.606534
NE,S. pombe,0.582761
NE,S. pombe,0.614742
NE,S. pombe,0.580862
NE,S. pombe,0.375671
NE,S. pombe,0.498654
NE,S. pombe,0.509246
NE,S. pombe,0.5731865
NE,S. pombe,0.69231
NE,S. pombe,0.3611235
NE,S. pombe,0.402574
NE,S. pombe,0.550189
NE,S. pombe,0.561757
NE,S. pombe,0.541193
NE,S. pombe,0.4784915
NE,S. pombe,0.598177
NE,S. pombe,0.559665
NE,S. pombe,0.453987
NE,S. pombe,0.5385775
NE,S. pombe,0.509599
NE,S. pombe,0.6455965
NE,S. pombe,0.6757595
NE,S. pombe,0.4234495
NE,S. pombe,0.6535865
NE,S. pombe,0.575367
NE,S. pombe,0.5033905
NE,S. pombe,0.4642315
NE,S. pombe,0.6474605
NE,S. pombe,0.5546755
NE,S. pombe,0.430592
NE,S. pombe,0.394034
NE,S. pombe,0.6862185
NE,S. pombe,0.593275
NE,S. pombe,0.739084
NE,S. pombe,0.614258
NE,S. pombe,0.505793
NE,S. pombe,0.602047
NE,S. pombe,0.621612
NE,S. pombe,0.639016
NE,S. pombe,0.527463
NE,S. pombe,0.49031
NE,S. pombe,0.4888725
NE,S. pombe,0.594672
NE,S. pombe,0.4585135
NE,S. pombe,0.6449125
NE,S. pombe,0.79772
NE,S. pombe,0.4984015
NE,S. pombe,0.740573
NE,S. pombe,0.579781
NE,S. pombe,0.5510375
NE,S. pombe,0.551333
NE,S. pombe,0.609816
NE,S. pombe,0.6317345
NE,S. pombe,0.640386
NE,S. pombe,0.550784
NE,S. pombe,0.456383
NE,S. pombe,0.5012165
NE,S. pombe,0.5012165
NE,S. pombe,0.55222
NE,S. pombe,0.734414
NE,S. pombe,0.5580945
NE,S. pombe,0.570552
NE,S. pombe,0.40735
NE,S. pombe,0.587587
NE,S. pombe,0.275769
NE,S. pombe,0.626349
NE,S. pombe,0.331477
NE,S. pombe,0.506218
NE,S. pombe,0.4841575
NE,S. pombe,0.46339
NE,S. pombe,0.619145
NE,S. pombe,0.356743
NE,S. pombe,0.551771
NE,S. pombe,0.4605295
NE,S. pombe,0.658941
NE,S. pombe,0.7273035
NE,S. pombe,0.374307
NE,S. pombe,0.362064
NE,S. pombe,0.510397
NE,S. pombe,0.597197
NE,S. pombe,0.661025
NE,S. pombe,0.628082
NE,S. pombe,0.367281
NE,S. pombe,0.540665
NE,S. pombe,0.6543645
NE,S. pombe,0.5151855
NE,S. pombe,0.500116
NE,S. pombe,0.4394485
NE,S. pombe,0.620463
NE,S. pombe,0.645826
NE,S. pombe,0.569295
NE,S. pombe,0.563456
NE,S. pombe,0.400181
NE,S. pombe,0.418809
NE,S. pombe,0.548284
NE,S. pombe,0.670014
NE,S. pombe,0.580599
NE,S. pombe,0.787127
NE,S. pombe,0.349131
NE,S. pombe,0.351737
NE,S. pombe,0.4346255
NE,S. pombe,0.641472
NE,S. pombe,0.428217
NE,S. pombe,0.64794
NE,S. pombe,0.470528
NE,S. pombe,0.551771
NE,S. pombe,0.7553515
NE,S. pombe,0.512995
NE,S. pombe,0.4789665
NE,S. pombe,0.6380545
NE,S. pombe,0.669329
NE,S. pombe,0.639997
NE,S. pombe,0.509923
NE,S. pombe,0.655758
NE,S. pombe,0.651029
NE,S. pombe,0.519941
NE,S. pombe,0.797295
NE,S. pombe,0.5086525
NE,S. pombe,0.537897
NE,S. pombe,0.602937
NE,S. pombe,0.473076
NE,S. pombe,0.6285295
NE,S. pombe,0.604551
NE,S. pombe,0.558219
NE,S. pombe,0.649226
NE,S. pombe,0.694412
NE,S. pombe,0.7405325
NE,S. pombe,0.573341
NE,S. pombe,0.4046905
NE,S. pombe,0.6646235
NE,S. pombe,0.495155
NE,S. pombe,0.5487635
NE,S. pombe,0.773341
NE,S. pombe,0.492526
NE,S. pombe,0.636298
NE,S. pombe,0.485625
NE,S. pombe,0.571767
NE,S. pombe,0.6834695
NE,S. pombe,0.647383
NE,S. pombe,0.4512785
NE,S. pombe,0.545111
NE,S. pombe,0.5235505
NE,S. pombe,0.5020425
NE,S. pombe,0.396789
NE,S. pombe,0.450398
NE,S. pombe,0.589024
NE,S. pombe,0.476848
NE,S. pombe,0.680637
NE,S. pombe,0.636053
NE,S. pombe,0.467486
NE,S. pombe,0.397443
NE,S. pombe,0.395537
NE,S. pombe,0.397998
NE,S. pombe,0.494926
NE,S. pombe,0.304554
NE,S. pombe,0.4768045
NE,S. pombe,0.556169
NE,S. pombe,0.550284
NE,S. pombe,0.377108
NE,S. pombe,0.736052
NE,S. pombe,0.597042
NE,S. pombe,0.570831
NE,S. pombe,0.427219
NE,S. pombe,0.5610515
